# x1 v1
0.000 0.000 0.100 0.200 0.299 0.397 0.493 0.587 0.679 0.768 0.853 0.931 1.000 0.970 0.938 0.905 0.871 0.837 0.803 0.770 0.737 0.705 0.674 0.644 0.615 0.587 0.560 0.534 0.510 0.487 0.464 0.444 0.424 0.406 0.389 0.373 0.358 0.345 0.332 0.321 0.311 0.302 0.294 0.287 0.281 0.277 0.273 0.270 0.268 0.267 0.267 0.268 0.270 0.273 0.277 0.281 0.287 0.294 0.302 0.311 0.321 0.332 0.345 0.358 0.373 0.389 0.406 0.424 0.444 0.464 0.487 0.510 0.534 0.560 0.587 0.615 0.644 0.674 0.705 0.737 0.770 0.803 0.837 0.871 0.905 0.938 0.970 1.000 0.935 0.863 0.785 0.703 0.620 0.534 0.448 0.360 0.271 0.181 0.091 0.000
0.000 0.000 0.108 0.215 0.321 0.425 0.528 0.628 0.727 0.824 0.919 1.000 0.975 0.943 0.910 0.875 0.841 0.806 0.772 0.738 0.705 0.673 0.642 0.611 0.583 0.554 0.528 0.502 0.478 0.455 0.433 0.412 0.393 0.375 0.359 0.343 0.329 0.316 0.304 0.293 0.283 0.274 0.267 0.260 0.254 0.250 0.246 0.243 0.241 0.240 0.240 0.241 0.243 0.246 0.250 0.254 0.260 0.267 0.274 0.283 0.293 0.304 0.315 0.329 0.343 0.359 0.375 0.393 0.412 0.433 0.455 0.478 0.502 0.528 0.554 0.583 0.611 0.642 0.673 0.705 0.738 0.772 0.806 0.841 0.875 0.910 0.943 0.975 1.000 0.925 0.838 0.749 0.660 0.570 0.478 0.384 0.290 0.194 0.097 0.000
0.000 0.000 0.116 0.231 0.344 0.456 0.565 0.672 0.776 0.882 1.000 1.000 0.956 0.919 0.883 0.847 0.811 0.776 0.741 0.707 0.674 0.642 0.610 0.580 0.551 0.523 0.497 0.471 0.447 0.425 0.403 0.383 0.364 0.346 0.330 0.315 0.301 0.288 0.277 0.266 0.257 0.248 0.241 0.234 0.229 0.225 0.221 0.218 0.216 0.216 0.216 0.216 0.218 0.221 0.225 0.229 0.234 0.241 0.248 0.257 0.266 0.276 0.288 0.301 0.315 0.330 0.346 0.364 0.383 0.403 0.425 0.447 0.471 0.497 0.523 0.551 0.580 0.610 0.642 0.674 0.707 0.741 0.776 0.811 0.847 0.883 0.919 0.956 1.000 1.000 0.892 0.796 0.702 0.607 0.509 0.410 0.309 0.207 0.104 0.000
0.000 0.000 0.124 0.248 0.370 0.489 0.605 0.717 0.825 0.927 1.000 0.971 0.932 0.894 0.856 0.819 0.783 0.747 0.712 0.677 0.644 0.611 0.580 0.550 0.521 0.493 0.467 0.442 0.418 0.396 0.375 0.355 0.336 0.319 0.303 0.288 0.275 0.263 0.251 0.241 0.232 0.224 0.217 0.211 0.206 0.201 0.198 0.195 0.194 0.193 0.193 0.194 0.195 0.198 0.201 0.206 0.211 0.217 0.224 0.232 0.241 0.251 0.262 0.275 0.288 0.303 0.319 0.336 0.355 0.375 0.396 0.418 0.442 0.467 0.493 0.521 0.550 0.580 0.611 0.644 0.677 0.712 0.747 0.783 0.819 0.856 0.894 0.932 0.971 1.000 0.933 0.842 0.745 0.646 0.543 0.438 0.330 0.221 0.111 0.000
0.000 0.000 0.134 0.267 0.398 0.526 0.649 0.767 0.879 1.000 1.000 0.950 0.908 0.868 0.830 0.792 0.755 0.719 0.683 0.649 0.615 0.583 0.551 0.521 0.492 0.465 0.438 0.414 0.390 0.368 0.348 0.328 0.310 0.294 0.278 0.264 0.251 0.239 0.228 0.218 0.209 0.202 0.195 0.189 0.184 0.180 0.177 0.174 0.173 0.172 0.172 0.173 0.174 0.177 0.180 0.184 0.189 0.195 0.202 0.209 0.218 0.228 0.239 0.251 0.264 0.278 0.294 0.310 0.328 0.348 0.368 0.390 0.414 0.438 0.465 0.492 0.521 0.551 0.583 0.615 0.649 0.683 0.719 0.755 0.792 0.830 0.868 0.908 0.950 1.000 1.000 0.892 0.792 0.688 0.579 0.467 0.353 0.236 0.118 0.000
0.000 0.000 0.145 0.288 0.429 0.567 0.699 0.822 0.925 1.000 0.964 0.923 0.882 0.842 0.803 0.765 0.728 0.691 0.655 0.620 0.587 0.554 0.523 0.493 0.465 0.437 0.412 0.387 0.364 0.343 0.322 0.303 0.286 0.270 0.255 0.241 0.228 0.217 0.206 0.197 0.188 0.181 0.175 0.169 0.164 0.160 0.157 0.155 0.153 0.153 0.152 0.153 0.155 0.157 0.160 0.164 0.169 0.175 0.181 0.189 0.197 0.206 0.217 0.228 0.241 0.255 0.269 0.286 0.303 0.322 0.342 0.364 0.387 0.412 0.437 0.465 0.493 0.523 0.554 0.587 0.620 0.655 0.691 0.728 0.765 0.803 0.842 0.882 0.923 0.964 1.000 0.933 0.842 0.735 0.619 0.500 0.377 0.252 0.126 0.000
0.000 0.000 0.156 0.311 0.464 0.614 0.759 0.895 1.000 0.970 0.935 0.896 0.856 0.817 0.777 0.739 0.701 0.664 0.628 0.594 0.560 0.528 0.497 0.467 0.438 0.412 0.386 0.362 0.339 0.319 0.299 0.280 0.263 0.247 0.233 0.220 0.207 0.196 0.186 0.177 0.169 0.162 0.156 0.151 0.146 0.142 0.139 0.137 0.136 0.135 0.135 0.136 0.137 0.139 0.142 0.146 0.151 0.156 0.162 0.169 0.177 0.186 0.196 0.207 0.220 0.233 0.247 0.263 0.280 0.299 0.319 0.339 0.362 0.386 0.412 0.438 0.467 0.497 0.528 0.560 0.594 0.628 0.664 0.701 0.739 0.777 0.817 0.856 0.896 0.935 0.970 1.000 0.908 0.789 0.664 0.535 0.403 0.270 0.135 0.000
0.000 0.000 0.169 0.337 0.502 0.666 0.828 1.000 0.977 0.945 0.909 0.871 0.831 0.791 0.752 0.713 0.676 0.638 0.603 0.568 0.534 0.502 0.471 0.442 0.414 0.387 0.362 0.338 0.317 0.296 0.277 0.258 0.242 0.227 0.213 0.200 0.188 0.177 0.168 0.159 0.152 0.145 0.139 0.134 0.130 0.126 0.123 0.121 0.120 0.119 0.119 0.120 0.121 0.123 0.126 0.130 0.134 0.139 0.145 0.152 0.159 0.168 0.177 0.188 0.200 0.213 0.227 0.242 0.258 0.277 0.296 0.317 0.338 0.362 0.387 0.414 0.442 0.471 0.502 0.534 0.568 0.603 0.638 0.676 0.713 0.752 0.791 0.831 0.871 0.909 0.945 0.977 1.000 0.851 0.712 0.572 0.431 0.288 0.145 0.000
0.000 0.000 0.182 0.364 0.543 0.719 0.887 1.000 0.963 0.925 0.886 0.847 0.807 0.767 0.728 0.689 0.651 0.614 0.578 0.543 0.510 0.478 0.447 0.418 0.390 0.364 0.339 0.317 0.295 0.275 0.256 0.238 0.222 0.208 0.194 0.182 0.170 0.160 0.151 0.143 0.135 0.129 0.123 0.119 0.115 0.111 0.109 0.107 0.105 0.105 0.105 0.105 0.107 0.109 0.111 0.115 0.119 0.123 0.129 0.135 0.143 0.151 0.160 0.170 0.182 0.194 0.208 0.222 0.238 0.256 0.275 0.295 0.317 0.339 0.364 0.390 0.418 0.447 0.478 0.510 0.543 0.578 0.614 0.651 0.689 0.728 0.767 0.807 0.847 0.886 0.925 0.963 1.000 0.903 0.761 0.612 0.461 0.308 0.154 0.000
0.000 0.000 0.197 0.393 0.586 0.782 1.000 1.000 0.949 0.906 0.865 0.825 0.784 0.744 0.704 0.665 0.627 0.590 0.554 0.520 0.487 0.455 0.425 0.396 0.368 0.343 0.319 0.296 0.275 0.255 0.237 0.220 0.204 0.190 0.177 0.165 0.154 0.144 0.136 0.128 0.121 0.115 0.110 0.105 0.101 0.098 0.096 0.094 0.092 0.092 0.092 0.092 0.094 0.096 0.098 0.101 0.105 0.110 0.115 0.121 0.128 0.136 0.144 0.154 0.165 0.177 0.190 0.204 0.220 0.237 0.255 0.275 0.296 0.319 0.343 0.368 0.396 0.425 0.455 0.487 0.520 0.554 0.590 0.627 0.665 0.704 0.744 0.784 0.825 0.865 0.906 0.949 1.000 1.000 0.816 0.653 0.492 0.329 0.165 0.000
0.000 0.000 0.213 0.424 0.628 0.821 1.000 0.970 0.929 0.886 0.845 0.803 0.762 0.722 0.682 0.643 0.605 0.568 0.532 0.498 0.464 0.433 0.403 0.375 0.348 0.322 0.299 0.277 0.256 0.237 0.219 0.203 0.187 0.174 0.161 0.150 0.139 0.130 0.122 0.114 0.108 0.102 0.097 0.093 0.089 0.086 0.084 0.082 0.081 0.080 0.080 0.081 0.082 0.084 0.086 0.089 0.093 0.097 0.102 0.108 0.114 0.122 0.130 0.139 0.150 0.161 0.174 0.187 0.203 0.219 0.237 0.256 0.277 0.299 0.322 0.348 0.375 0.403 0.433 0.464 0.498 0.532 0.568 0.605 0.643 0.682 0.722 0.762 0.803 0.845 0.886 0.929 0.970 1.000 0.851 0.692 0.525 0.352 0.177 0.000
0.000 0.000 0.233 0.462 0.680 0.875 1.000 0.953 0.909 0.867 0.824 0.782 0.741 0.700 0.660 0.621 0.583 0.546 0.511 0.476 0.444 0.412 0.383 0.355 0.328 0.303 0.280 0.258 0.238 0.220 0.203 0.187 0.172 0.159 0.147 0.136 0.126 0.117 0.109 0.102 0.096 0.090 0.086 0.082 0.078 0.075 0.073 0.072 0.071 0.070 0.070 0.071 0.072 0.073 0.075 0.078 0.082 0.086 0.090 0.096 0.102 0.109 0.117 0.126 0.136 0.147 0.159 0.172 0.187 0.203 0.220 0.238 0.258 0.280 0.303 0.328 0.355 0.383 0.412 0.444 0.476 0.511 0.546 0.583 0.621 0.660 0.700 0.741 0.783 0.824 0.867 0.909 0.953 1.000 0.898 0.739 0.562 0.378 0.190 0.000
0.000 0.000 0.257 0.510 0.755 1.000 0.972 0.932 0.890 0.847 0.805 0.763 0.721 0.680 0.640 0.601 0.563 0.526 0.491 0.457 0.424 0.393 0.364 0.336 0.310 0.286 0.263 0.242 0.222 0.204 0.187 0.172 0.158 0.145 0.134 0.123 0.114 0.105 0.098 0.091 0.085 0.080 0.076 0.072 0.069 0.066 0.064 0.062 0.061 0.061 0.061 0.061 0.062 0.064 0.066 0.068 0.072 0.075 0.080 0.085 0.091 0.098 0.105 0.114 0.123 0.134 0.145 0.158 0.172 0.187 0.204 0.222 0.242 0.263 0.286 0.310 0.336 0.364 0.393 0.424 0.457 0.491 0.526 0.563 0.601 0.640 0.680 0.721 0.763 0.805 0.847 0.890 0.932 0.972 1.000 0.803 0.608 0.408 0.205 0.000
0.000 0.000 0.284 0.565 0.830 1.000 0.956 0.914 0.871 0.829 0.786 0.744 0.702 0.661 0.621 0.582 0.544 0.507 0.472 0.438 0.406 0.375 0.346 0.319 0.294 0.270 0.247 0.227 0.208 0.190 0.174 0.159 0.145 0.133 0.122 0.112 0.103 0.095 0.088 0.081 0.076 0.071 0.067 0.063 0.060 0.058 0.056 0.054 0.053 0.053 0.053 0.053 0.054 0.056 0.057 0.060 0.063 0.067 0.071 0.076 0.081 0.088 0.095 0.103 0.112 0.122 0.133 0.145 0.159 0.174 0.190 0.208 0.227 0.247 0.270 0.294 0.319 0.346 0.375 0.406 0.438 0.472 0.507 0.544 0.582 0.621 0.661 0.702 0.744 0.786 0.829 0.871 0.914 0.956 1.000 0.865 0.659 0.441 0.221 0.000
